id,英文名,中文名,英文地址,纬度,经度,英文城市,中文城市,google纬度,google经度,高德纬度,高德经度,距离,距离分类,选择的纬度,选择的经度,选择的经纬度,原始经纬度
951191,Mercure Hangzhou West Lake,Mercure Hangzhou West Lake,No 3 Zhonghe North Road,30.25932,120.17134,Hangzhou,杭州,120.1666848,30.26175011,,,0.522745935,1,120.1666848,30.26175011,"30.25932,120.17134","30.261750110652468,120.16668480431107"
948851,Renaissance Shenyang West Hotel,Renaissance Shenyang West Hotel,No 27 Zhongyang Street,41.74927,123.25071,Shenyang,沈阳,123.5120132,42.05103233,,,39.91921719,5+,123.5120132,42.05103233,"41.74927,123.25071","42.05103232588272,123.51201319999552"
948641,Holiday Inn Express Wuhan Optical Valley,Holiday Inn Express Wuhan Optical Valley,No. 332 Guanshan Ave,30.49001,114.40984,Wuhan,武汉,114.4051719,30.49151803,,,0.478340386,0.5,114.4051719,30.49151803,"30.49001,114.40984","30.49151803319888,114.40517191114309"
947465,Shuguang International Hotel Kunshan,Shuguang International Hotel Kunshan,"No.198, Mid Qingyang Road",31.385,120.9947,Suzhou,苏州 (苏州),120.9903629,31.38698613,120.9903629,31.38698613,0.467628367,0.5,120.9903629,31.38698613,"31.385,120.9947","31.386986133922132,120.99036292833657"
945929,Beijing Heshe Courtyard Hotel,Beijing Heshe Courtyard Hotel,"No. 3, Alley Shajing, Lane Nanluo",39.93763,116.40309,Beijing,北京,116.3968395,39.93622575,,,0.556533468,1,116.3968395,39.93622575,"39.93763,116.40309","39.93622575009819,116.39683948970351"
944557,Borrman Hotel,Borrman Hotel,No.32 Xiaoping East Road,23.20435,113.25183,Guangzhou,广州,113.2464997,23.20699994,113.3139031,23.14336878,0.619561696,1,113.2464997,23.20699994,"23.20435,113.25183","23.206999944922522,113.24649967595609"
943910,Vienna Hotel Guangdong Jiangmen Heshan Automobile General Station Stor,维也纳酒店,"No. 839 Heshan Road, Heshan",22.75023,112.96538,Jiangmen,江门,,,112.9600679,22.75315202,0.634339661,1,112.9600679,22.75315202,"22.75023,112.96538","22.753152017133853,112.96006790912509"
943567,Baiying Fanrui Hotel,武汉柏英帆瑞酒店,"No. 230 Tian'an Road, Tianhe Street,",30.79986,114.22607,Wuhan,武汉,,,114.2206249,30.80222372,0.583292148,1,114.2206249,30.80222372,"30.79986,114.22607","30.802223720871268,114.2206248594864"
943563,Leisure Hotel,岚舍酒店,"NO.118,BaYiRoad WuChangDistrict Of WuHan",30.5354,114.35264,Wuhan,武汉,,,114.347003,30.53778542,0.602120479,1,114.347003,30.53778542,"30.5354,114.35264","30.53778541781566,114.3470030459132"
943480,Ocean Style Holiday Hotel,海风情假日酒店,96 Jinyintan Avenue,30.66385,114.27779,Wuhan,武汉,114.2724257,30.66694218,114.2724567,30.6665943,0.594820246,1,114.2724567,30.6665943,"30.66385,114.27779","30.66659430447884,114.27245670230357"
941805,Xiamen Marriott Hotel & Conference Centre,Xiamen Marriott Hotel & Conference Centre,"No. 236 Guanbin Road, Tong'an District",24.6326,118.14467,Xiamen,厦门,,,118.1348193,24.61287152,2.402143001,5,118.1348193,24.61287152,"24.6326,118.14467","24.612871523022537,118.13481929895623"
941529,Mrgj Inn,常州名人国际大酒店,Changzhou City Zhonglou District Zou,31.78767,119.85041,Changzhou,常州,,,119.845643,31.7897751,0.508253481,1,119.845643,31.7897751,"31.78767,119.85041","31.7897751021225,119.84564295639068"
941412,Yuelanzhuang Villa Hotel,西双版纳悦兰庄别墅酒店,Directly opposite to Xishuangbanna,21.97565,100.77115,Xishuangbanna Dai,,,,100.7697137,21.97916458,0.416482877,0.5,100.7697137,21.97916458,"21.97565,100.77115","21.97916458027137,100.76971366754691"
940324,Nomo International Hotel,Nomo International Hotel,No.163 Donghua South Road,23.11987,113.2867,Guangzhou,广州,113.2813472,23.12249966,113.2825694,23.13827771,0.620832743,1,113.2813472,23.12249966,"23.11987,113.2867","23.122499660276333,113.28134721025752"
938723,Dalian Xinyue Hotel Apartment,Dalian Xinyue Hotel Apartment,"Building 3 Wanda Plaza, High-Tech Park",38.86261,121.53234,Dalian,大连,121.5207198,38.85330836,121.5298062,38.86178257,0.238331429,0.5,121.5298062,38.86178257,"38.86261,121.53234","38.86178257479056,121.5298061963308"
938691,Shimao Yuluxe Hotel Chengdu,Shimao Yuluxe Hotel Chengdu,No.58 1st Avenue of North Jianshe Road,30.67284,104.10026,Chengdu,成都,104.0908997,30.67270913,104.0919669,30.67272472,0.794818664,1,104.0919669,30.67272472,"30.67284,104.10026","30.67272471775137,104.09196692520061"
937362,koalatreeh,koalatreeh,"Dexin Park, Haitian Xinyuan",39.07276,117.23205,Tianjin,天津,,,117.2857485,39.0554547,5.02893985,5+,117.2857485,39.0554547,"39.07276,117.23205","39.05545470205255,117.28574848628782"
935888,ibis Xinzhou Qiyi Road Hotel,ibis Xinzhou Qiyi Road Hotel,No 66 Qiyi North Road,38.43169,112.73034,Xinzhou,忻州,112.7240029,38.43097646,112.7241288,38.43102836,0.547288127,1,112.7241288,38.43102836,"38.43169,112.73034","38.431028362394166,112.72412876022524"
935887,ibis Styles Jingdezhen Cidu Avenue Hotel,新昌江商务酒店,1051 Porcelain Avenue Changjiang Distric,29.29301,117.18742,Jingdezhen,景德镇,,,120.7948324,29.39091736,350.4933828,5+,120.7948324,29.39091736,"29.29301,117.18742","29.39091735840295,120.79483238664127"
935742,Chengdu Joy Family Apartment,Chengdu Joy Family Apartment,No.17 South Fourth Ring Road,30.63924,104.04327,Chengdu,成都,104.0405149,30.64174759,,,0.383454624,0.5,104.0405149,30.64174759,"30.63924,104.04327","30.64174758619524,104.04051485541171"
935553,ibis Chengdu American Center Hotel,ibis Chengdu American Center Hotel,"Building 68, Meizhou Huayuan",30.59817,104.03674,Chengdu,成都,121.5258297,31.27049391,,,1671.343916,5+,121.5258297,31.27049391,"30.59817,104.03674","31.270493914025987,121.52582969898647"
934886,Vienna Hotel Xiangshan Park,Vienna Hotel Xiangshan Park,"No 11 Binjiang Rd, Xiufeng District",25.27019,110.29636,Guilin,桂林,110.2917361,25.27336615,110.2916283,25.27314231,0.578029971,1,110.2916283,25.27314231,"25.27019,110.29636","25.27314230794198,110.29162828012468"
934867,ibis Styles Quanzhou Quanxiu Road Hotel,ibis Styles Quanzhou Quanxiu Road Hotel,No. 54 Quanxiu Road,24.88524,118.61013,Quanzhou,泉州,,,118.6095629,24.88678738,0.1807313,0.5,118.6095629,24.88678738,"24.88524,118.61013","24.886787383053505,118.60956285103592"
934766,Mercure Shanghai Hongqiao SOHO,Mercure Shanghai Hongqiao SOHO,99 Fuquan Road,31.21992,121.35841,Shanghai,上海,121.3537665,31.22185371,121.4037095,31.21086904,0.491658613,0.5,121.3537665,31.22185371,"31.21992,121.35841","31.221853714809143,121.35376648353827"
931901,Dali Yanyuan Mountain Retreat,Dali Yanyuan Mountain Retreat,"Yinxian Road, Shuidui Village",25.69569,100.15373,Dali,大理,,,100.1913299,25.7215531,4.738128468,5,100.1913299,25.7215531,"25.69569,100.15373","25.72155310382184,100.1913299296753"
928091,Chizhou Dajiuhua Hotel,Chizhou Dajiuhua Hotel,"No.218, Middle Cuibai Road, Guichi Dist",30.66414,117.49114,Chizhou,池州,117.4853908,30.66593917,117.4837282,30.66614016,0.585977836,1,117.4853908,30.66593917,"30.66414,117.49114","30.665939165365995,117.48539077500683"
927883,wenxin home,wenxin home,76 no Huajing Road,23.12909,113.26438,Guangzhou,广州,,,113.32663,23.1418981,6.531522862,5+,113.32663,23.1418981,"23.12909,113.26438","23.141898099488408,113.32662999828013"
926896,Ganghui Apartment Hostel,Q+港汇酒店式公寓,grand bay hotel,38.88781,121.59145,Dalian,大连,,,121.5878128,38.88657011,0.344286013,0.5,121.5878128,38.88657011,"38.88781,121.59145","38.88657011180036,121.58781283732431"
926386,Bvlgari Hotel Shanghai,"Bulgari Hotel, Shanghai",No 33. North Henan Road,31.22999,121.48712,Shanghai,上海,,,121.477571,31.24482503,1.879619806,5,121.477571,31.24482503,"31.22999,121.48712","31.24482503290144,121.47757095042247"
924758,Rizhao M&S Aparthotel,Rizhao M&S Aparthotel,Tiangeshan Road East,35.4668,119.59231,Rizhao,日照,,,119.6060625,35.50247268,4.149957925,5,119.6060625,35.50247268,"35.4668,119.59231","35.502472679439144,119.60606249426925"
923618,Zhaoxiangju Hotel Changshui Branch,Zhaoxiangju Hotel Changshui Branch,Minxing South Road 337,25.04305,102.88208,Kunming,昆明,,,102.8806643,25.04605706,0.362445727,0.5,102.8806643,25.04605706,"25.04305,102.88208","25.0460570558581,102.88066429907933"
923415,Xiang Yun Sha Garden Hotel,Xiang Yun Sha Garden Hotel,"No.25, Qinghui Road, Daliang",22.83456,113.25611,Foshan,佛山,,,113.1995795,22.92605624,11.67545178,5+,113.1995795,22.92605624,"22.83456,113.25611","22.926056236608584,113.1995794591665"
922972,Kunming Dream Art Hotel,海贝客度假酒店公寓-阳江海陵岛敏捷黄金岛店,Near Minjie Avenue,21.61257,111.9447,Yangjiang,阳江,,,111.9394823,21.61557162,0.63428386,1,111.9394823,21.61557162,"21.61257,111.9447","21.61557161545262,111.9394822851925"
922657,Qiongdu Hotel,扬州琼都宾馆,435 Hanjiang Road,32.37679,119.40007,Yangzhou,扬州,119.3944934,32.37876606,119.3946928,32.37877924,0.552005084,1,119.3946928,32.37877924,"32.37679,119.40007","32.37877924036163,119.3946928230495"
922609,Hanting Hotel,汉庭酒店,No.1026 Yangzijiang North Road,32.43732,119.39478,Yangzhou,扬州,,,119.3896387,32.43891228,0.514723734,1,119.3896387,32.43891228,"32.43732,119.39478","32.438912282237624,119.38963874527369"
922558,Bestway Hotel Kangning,庆阳百事特威酒店,"No. 2 South Street, Xifeng District,",35.73511,107.64257,Qingyang,庆阳,,,107.6370342,35.73494425,0.501133146,1,107.6370342,35.73494425,"35.73511,107.64257","35.734944250244254,107.63703416860933"
922429,7 Days Inn,7天连锁酒店,"Floor 2, Building A/B, Huifangyuan,",22.52707,113.92842,Shenzhen,深圳,,,113.9489787,22.55303849,3.569584929,5,113.9489787,22.55303849,"22.52707,113.92842","22.55303849179111,113.9489786505569"
922418,Weike Express Hotel,惠州维客快捷酒店,"No.10, Maixing road, Huicheng district",23.07273,114.40841,Huizhou,惠州,114.4032965,23.07579548,114.4036858,23.07499093,0.544993658,1,114.4036858,23.07499093,"23.07273,114.40841","23.074990929886226,114.40368581952458"
922356,Hanting hi Inn,尚居酒店,Shenzhen Luohu District road Jinwei,22.53863,114.11351,Shenzhen,深圳,114.1061832,22.53990579,114.1084771,22.54138958,0.601175117,1,114.1084771,22.54138958,"22.53863,114.11351","22.54138957874893,114.10847713995211"
922266,Panda Internation Hostel,Panda Internation Hostel,No.129 Datian Road,31.23304,121.46434,Shanghai,上海,121.459642,31.23524208,,,0.509841096,1,121.459642,31.23524208,"31.23304,121.46434","31.235242076015574,121.45964198824035"
919550,Days Hotel Baile Wuxi,无锡百乐戴斯酒店,No 331-1 West Shengan Road,31.60693,120.24357,Wuxi,无锡,120.2443339,31.60370466,120.2384881,31.60799376,0.364898387,0.5,120.2443339,31.60370466,"31.60693,120.24357","31.60370465895647,120.24433390494833"
918969,Hyatt Regency Beijing Wangjing,北京望京凯悦酒店,8 Guangshun South Street,39.99676,116.48063,Beijing,北京,,,116.4695292,39.98993627,1.213598744,5,116.4695292,39.98993627,"39.99676,116.48063","39.98993627055862,116.46952922678635"
917468,Yian Business Hotel,Yian Business Hotel,385 Daguan Zhong Road,23.16225,113.41325,Guangzhou,广州,113.4082454,23.16547579,113.8225726,23.30091621,0.624696851,1,113.4082454,23.16547579,"23.16225,113.41325","23.165475791885022,113.4082453537538"
916573,Kailai Hotel,开来旅馆,No.126 Changjiang Road,37.48225,122.01888,Weihai,威海,,,122.0140626,37.4814787,0.434598123,0.5,122.0140626,37.4814787,"37.48225,122.01888","37.48147869503696,122.01406260146587"
916292,GU ZHI JU,故知居,"No.41, Alley 2, Gaoshadi, Jihu County",30.71027,122.46985,Zhoushan,舟山,,,122.4657038,30.71229995,0.456500327,0.5,122.4657038,30.71229995,"30.71027,122.46985","30.71229995446992,122.46570376047855"
916287,108 Degrees Zen Hotel Apartment,108 度禅意酒店公寓,"Cell 2, Building 7, No. 24",36.07687,120.3162,Qingdao,青岛,119.9787991,35.8330223,120.5911618,36.21138709,28.8993804,5+,120.5911618,36.21138709,"36.07687,120.3162","36.211387088872335,120.59116177061333"
916280,Lishui Liandu Red House Inn,丽水市莲都区红房子民宿客栈,"No.5, Ganghe Road, Dagangtou Town",28.44593,119.91273,Lishui,丽水,,,119.7385186,28.29948515,23.55866,5+,119.7385186,28.29948515,"28.44593,119.91273","28.29948515445285,119.73851862245691"
915685,hangzhou yunhan hotel,杭州云汉酒店,"No. 616, Shanyin Road",30.1772,120.26518,Hangzhou,杭州,,,120.2604993,30.17995693,0.544645075,1,120.2604993,30.17995693,"30.1772,120.26518","30.179956926280873,120.26049926705777"
915654,Shangrila E-outfutting Boutique Hotel,香格里拉首驿精品酒店,"No.17, Hongxue Gallery",27.81105,99.70786,Deqin,德钦,,,99.70448798,27.81387891,0.456799728,0.5,99.70448798,27.81387891,"27.81105,99.70786","27.81387890763442,99.70448797642396"
915198,WeiHai Emily's Holiday Apartment,威海艾美莉海景度假公寓（国际海水浴场店）,No.333 HuanHai Lu,37.51328,122.12106,Weihai,威海,,,122.0663418,37.53194585,5.261994754,5+,122.0663418,37.53194585,"37.51328,122.12106","37.531945850468794,122.06634183081256"
914375,Yangshuo Mountain Retreat,阳朔胜地酒店,"Yulong River Rd, Gaotian Town",24.74192,110.48,Guilin,桂林,,,110.4759416,24.74449201,0.499709324,0.5,110.4759416,24.74449201,"24.74192,110.48","24.744492006309095,110.47594164019826"
914370,Kongkong.Yunshuiyao,空空 · 那里客栈 - 大理店,Hongwu Rd,25.70167,100.1686,Dali,大理,,,100.21195,25.86979123,19.12601966,5+,100.21195,25.86979123,"25.70167,100.1686","25.86979123440094,100.21194999609746"
914367,Wuxi Shuyu Hotel,Wuxi Shuyu Hotel,"Building.1, Gelunbu Square",31.56719,120.33688,Wuxi,无锡,120.3306545,31.59446601,,,3.081537113,5,120.3306545,31.59446601,"31.56719,120.33688","31.594466008113812,120.33065453312524"
914363,Putuo Memory Boutique Inn,普陀记忆精品客栈,"R 102, Building 5, Unit 2 Xishan",29.97962,122.38116,Zhoushan,舟山,122.0853793,30.01596907,,,28.82246085,5+,122.0853793,30.01596907,"29.97962,122.38116","30.01596907449122,122.08537926053455"
914362,Clarion Resort Leishan Hot Spring Resort,雷山德丰凯隆温泉酒店,Leishan Scenic Area,30.03333,114.79106,Huangshi,黄石,,,114.7948736,30.03503798,0.413702617,0.5,114.7948736,30.03503798,"30.03333,114.79106","30.03503798293541,114.7948736057102"
914360,Homelike Villa Party Yehui Road,友家上海别墅轰趴【松江畲山艺术风三店】,"No.107, Lane 222, Yehui Road",31.14214,121.22438,Shanghai,上海,121.2226824,31.14321465,121.2201434,31.12872922,0.201002715,0.5,121.2226824,31.14321465,"31.14214,121.22438","31.143214648706344,121.22268244210838"
914351,Homelike Villa Party Tianma Villa,友家上海别墅轰趴【松江畲山天马店】,"No. 266, Phase 3, 3958th Zhaokun Road",31.23038,121.4737,Shanghai,上海,,,121.3343491,31.29472366,15.06785444,5+,121.3343491,31.29472366,"31.23038,121.4737","31.29472366182827,121.33434914193006"
914347,Heart Dweller Hotel,阳朔栖心客栈,"Chuanyan Village, Gaotian Town",24.73289,110.48302,Guilin,桂林,,,110.479894,24.73519694,0.406582683,0.5,110.479894,24.73519694,"24.73289,110.48302","24.735196944054778,110.47989401947574"
914346,Dadonghai Hotel Sanya,三亚大东海酒店,No.1 Yuhai Road,18.22154,109.52566,Sanya,三亚,,,109.5198785,18.22288666,0.629423041,1,109.5198785,18.22288666,"18.22154,109.52566","18.22288665696271,109.51987848255735"
914318,Holiday Inn Express Shaoxing Paojiang,绍兴袍江智选假日酒店,"No. 1 Yuxian East Rd, Paojiang",30.07186,120.60315,Shaoxing,绍兴,,,120.5993671,30.07494424,0.499922191,0.5,120.5993671,30.07494424,"30.07186,120.60315","30.07494424046387,120.59936709807072"
914282,Grand Mercure Wuhan Qiaokou (Opening April 2018),武汉硚口雅高美爵酒店,558 Jiefang Avenue,30.57652,114.252,Wuhan,武汉,114.2464464,30.5789661,,,0.597766081,1,114.2464464,30.5789661,"30.57652,114.252","30.578966100198976,114.24644639643344"
914266,Mercure Wuhan Qiaokou (Opening April 2018),武汉恒信美居酒店,558 Jiefang Avenue,30.57652,114.252,Wuhan,武汉,114.2464464,30.5789661,114.2336205,30.62561274,0.597766081,1,114.2464464,30.5789661,"30.57652,114.252","30.578966100198976,114.24644639643344"
913975,Westlake Longshang Boutique Hotel,杭州陇上 · 西湖精品民宿酒店,"No.99 Wengjiashan, Xihu Scenic Area",30.22009,120.11612,Hangzhou,杭州,,,120.1119259,30.22213435,0.463024,0.5,120.1119259,30.22213435,"30.22009,120.11612","30.222134347544223,120.111925922503"
913916,Benison Hotel Guanyin Bridge Shop,重庆喜百年酒店 - 观音桥步行街店,"No.5, Jianxin East Road",29.57319,106.53509,Chongqing,重庆,106.5313203,29.57632276,106.53122,29.57607959,0.493152738,0.5,106.53122,29.57607959,"29.57319,106.53509","29.576079591002763,106.53122004929658"
913857,Flowers Inn Villa Sanya,三亚花涧墅客栈,"Qinyuntai Villa, Luling Road",18.22476,109.51822,Sanya,三亚,,,109.5144105,18.22667356,0.455206454,0.5,109.5144105,18.22667356,"18.22476,109.51822","18.226673563683722,109.5144104668644"
913818,9H Hotel,九屋未来酒店,"9F, Building 2, Wanhui Center, No.40",29.5798,106.54194,Chongqing,重庆,,,106.5375571,29.58231185,0.507792008,1,106.5375571,29.58231185,"29.5798,106.54194","29.582311846766167,106.53755710012396"
913740,Beijing Broadcasting Tower Hotel,北京广播大厦酒店,No.14 Jianguomenwai Da Jie,39.90737,116.44334,Beijing,北京,116.3788311,39.89789485,116.4368845,39.90609641,0.569836671,1,116.4368845,39.90609641,"39.90737,116.44334","39.906096407765816,116.43688447439376"
913705,Perched Memory,丽江栖君台民宿客栈,"No.1 Fuhua Yuan, Shuhe Ancient Town",26.92408,100.22185,Lijiang,丽江,,,100.2202592,26.9264966,0.310905524,0.5,100.2202592,26.9264966,"26.92408,100.22185","26.926496596562934,100.2202591707868"
913662,SHIDU PURPLE YUET HOTEL,石都紫悦大酒店,No.377 Tangxiang Street,29.69327,105.73182,Chongqing,重庆,,,105.7279765,29.69565338,0.456249846,0.5,105.7279765,29.69565338,"29.69327,105.73182","29.695653376253908,105.72797648041676"
913647,FUYA YUNDUAN HOLIDAY HOTEL,富雅云端假日酒店,No. 1 Yingxing Avenue,29.40505,107.77048,Wulong,武隆,,,107.7637587,29.40886691,0.77751582,1,107.7637587,29.40886691,"29.40505,107.77048","29.408866909434717,107.76375871419073"
913642,ChengDu Trika Tsang International Hotel,成都启雅尚国际酒店,"No. 18, Jinyu Street",30.68241,104.0396,Chengdu,成都,104.038412,30.68470067,104.0379803,30.68476367,0.278296857,0.5,104.038412,30.68470067,"30.68241,104.0396","30.684700669870143,104.03841202441527"
913219,Ramada Encore DaochengYading,稻城亚丁华美达安可酒店,Daocheng Yading Shangri-la,28.55593,100.34956,Garze,甘孜,,,100.3485279,28.55913141,0.368900968,0.5,100.3485279,28.55913141,"28.55593,100.34956","28.559131408905824,100.34852787538806"
912783,The Chara Hotel Danba Branch,丹巴喜悦秘境酒店,"Kegeyi Village, Zhonglu Town, Danba Town",30.89544,101.93532,Garze,甘孜,,,101.9385192,30.89715342,0.360058942,0.5,101.9385192,30.89715342,"30.89544,101.93532","30.897153421273007,101.9385192300351"
912730,Wanda Vista Nanning,南宁万达文华酒店,"118 Dongge Road, Qingxiu District",22.83053,108.37169,Nanning,南宁,108.3671925,22.83327523,108.367665,22.8326489,0.475148156,0.5,108.367665,22.8326489,"22.83053,108.37169","22.832648900457333,108.36766498667937"
912729,The Chara Hotel Guiyang Branch,贵阳喜悦秘境酒店,"No.53,Fenghuangxi,No.168,Jinqing Avenue",26.64734,106.6302,Guiyang,贵阳,,,106.4623827,26.58243775,18.1944071,5+,106.4623827,26.58243775,"26.64734,106.6302","26.582437746197385,106.46238272333967"
912675,Lijiang Three Wells Inn,丽江甘泽居客栈,"No 66 Wenlin Alley, Yishang Street",26.87397,100.24386,Lijiang,丽江,,,100.2443922,26.87893991,0.553206764,1,100.2443922,26.87893991,"26.87397,100.24386","26.878939907773063,100.24439221822685"
